time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,dust
2025-11-05T22:00,18.7,18.5,461.0,48.3,33.0,0.0
2025-11-05T23:00,22.7,22.5,539.0,58.1,22.0,0.0
2025-11-06T00:00,27.1,26.9,603.0,64.7,13.0,0.0
2025-11-06T01:00,31.3,31.1,635.0,66.1,8.0,0.0
2025-11-06T02:00,34.9,34.7,654.0,64.4,5.0,0.0
2025-11-06T03:00,41.6,41.3,676.0,61.5,5.0,0.0
2025-11-06T04:00,40.9,40.7,701.0,57.8,7.0,0.0
2025-11-06T05:00,32.7,32.6,729.0,53.0,11.0,0.0
2025-11-06T06:00,45.5,45.4,778.0,56.0,1.0,0.0
2025-11-06T07:00,49.5,49.4,894.0,53.9,16.0,0.0
2025-11-06T08:00,42.4,42.3,1031.0,50.6,37.0,0.0
2025-11-06T09:00,24.3,24.2,1071.0,44.9,60.0,0.0
2025-11-06T10:00,15.4,15.2,927.0,34.7,84.0,0.0
2025-11-06T11:00,12.0,11.8,686.0,22.1,110.0,0.0
2025-11-06T12:00,9.4,9.3,496.0,12.7,132.0,0.0
2025-11-06T13:00,8.9,8.8,405.0,8.4,150.0,0.0
2025-11-06T14:00,9.4,9.3,364.0,7.4,163.0,0.0
2025-11-06T15:00,10.1,10.0,378.0,9.6,168.0,0.0
2025-11-06T16:00,10.6,10.5,486.0,15.2,162.0,0.0
2025-11-06T17:00,11.0,10.9,649.0,24.0,146.0,0.0
2025-11-06T18:00,16.1,15.9,749.0,35.8,118.0,0.0
2025-11-06T19:00,22.9,22.8,708.0,50.9,91.0,0.0
2025-11-06T20:00,26.3,26.2,603.0,71.6,54.0,0.0
2025-11-06T21:00,28.8,28.7,555.0,87.0,25.0,0.0
2025-11-06T22:00,33.8,33.6,629.0,91.7,13.0,0.0
2025-11-06T23:00,43.0,43.0,760.0,91.1,11.0,0.0
2025-11-07T00:00,51.3,51.2,862.0,89.6,9.0,0.0
2025-11-07T01:00,53.3,53.3,903.0,88.4,7.0,0.0
2025-11-07T02:00,49.2,49.2,917.0,86.5,7.0,0.0
2025-11-07T03:00,43.5,43.4,919.0,85.1,6.0,0.0
2025-11-07T04:00,38.8,38.8,891.0,85.5,2.0,0.0
2025-11-07T05:00,35.6,35.5,850.0,86.4,0.0,0.0
2025-11-07T06:00,38.0,38.0,870.0,82.4,4.0,0.0
2025-11-07T07:00,43.5,43.5,1042.0,79.9,26.0,0.0
2025-11-07T08:00,53.3,53.3,1274.0,75.6,57.0,0.0
2025-11-07T09:00,33.8,33.8,1360.0,67.0,87.0,0.0
2025-11-07T10:00,18.3,18.2,1160.0,49.6,116.0,0.0
2025-11-07T11:00,14.1,14.0,814.0,27.8,144.0,0.0
2025-11-07T12:00,13.1,13.0,541.0,11.9,166.0,0.0
2025-11-07T13:00,13.2,13.1,413.0,5.6,179.0,0.0
2025-11-07T14:00,13.8,13.6,358.0,5.3,185.0,0.0
2025-11-07T15:00,14.4,14.3,378.0,9.8,183.0,0.0
2025-11-07T16:00,15.0,14.8,517.0,19.7,171.0,0.0
2025-11-07T17:00,15.8,15.7,732.0,34.5,150.0,0.0
2025-11-07T18:00,22.1,22.0,894.0,51.5,117.0,0.0
2025-11-07T19:00,29.9,29.9,913.0,69.3,91.0,0.0
2025-11-07T20:00,34.5,34.5,879.0,93.8,55.0,0.0
2025-11-07T21:00,41.7,41.6,930.0,111.6,27.0,0.0
2025-11-07T22:00,49.2,49.2,1187.0,116.1,15.0,0.0
2025-11-07T23:00,53.1,53.1,1528.0,114.0,12.0,0.0
2025-11-08T00:00,53.7,53.6,1729.0,111.6,9.0,0.0
2025-11-08T01:00,51.1,51.1,1646.0,111.1,5.0,0.0
2025-11-08T02:00,47.6,47.6,1422.0,110.2,3.0,0.0
2025-11-08T03:00,42.8,42.8,1267.0,109.0,2.0,0.0
2025-11-08T04:00,38.6,38.6,1268.0,108.1,0.0,0.0
2025-11-08T05:00,35.5,35.5,1336.0,106.9,0.0,0.0
2025-11-08T06:00,41.1,41.0,1417.0,101.6,3.0,0.0
2025-11-08T07:00,49.1,49.1,1541.0,92.1,25.0,0.0
2025-11-08T08:00,64.5,64.5,1678.0,78.4,56.0,0.0
2025-11-08T09:00,36.2,36.2,1678.0,63.2,85.0,0.0
2025-11-08T10:00,17.3,17.3,1419.0,45.3,108.0,0.0
2025-11-08T11:00,11.1,11.1,1024.0,26.0,128.0,0.0
2025-11-08T12:00,10.5,10.4,715.0,12.2,144.0,0.0
2025-11-08T13:00,10.9,10.9,575.0,6.4,156.0,0.0
2025-11-08T14:00,11.5,11.5,520.0,6.0,163.0,0.0
2025-11-08T15:00,12.2,12.2,521.0,10.3,162.0,0.0
2025-11-08T16:00,12.7,12.7,607.0,20.8,148.0,0.0
2025-11-08T17:00,13.1,13.0,750.0,35.9,125.0,0.0
2025-11-08T18:00,19.1,19.0,828.0,52.0,98.0,0.0
2025-11-08T19:00,24.1,24.0,746.0,61.8,77.0,0.0
2025-11-08T20:00,27.0,27.0,601.0,75.3,49.0,0.0
2025-11-08T21:00,29.5,29.5,561.0,85.1,27.0,0.0
2025-11-08T22:00,34.6,34.6,754.0,87.9,18.0,0.0
2025-11-08T23:00,44.1,44.1,1054.0,87.1,15.0,0.0
2025-11-09T00:00,50.9,50.9,1247.0,85.1,14.0,0.0
2025-11-09T01:00,51.1,51.1,1223.0,82.3,13.0,0.0
2025-11-09T02:00,48.4,48.4,1092.0,78.4,13.0,0.0
2025-11-09T03:00,45.1,45.1,977.0,75.3,14.0,0.0
2025-11-09T04:00,41.2,41.2,893.0,74.0,13.0,0.0
2025-11-09T05:00,38.6,38.6,825.0,73.5,12.0,0.0
2025-11-09T06:00,43.1,43.1,846.0,87.4,9.0,0.0
2025-11-09T07:00,51.2,51.2,1068.0,86.7,27.0,0.0
2025-11-09T08:00,64.7,64.7,1378.0,84.9,52.0,0.0
2025-11-09T09:00,38.8,38.8,1517.0,77.2,78.0,0.0
2025-11-09T10:00,20.1,20.1,1320.0,58.2,105.0,0.0
2025-11-09T11:00,13.6,13.6,952.0,33.4,132.0,0.0
2025-11-09T12:00,12.8,12.8,641.0,14.7,150.0,0.0
2025-11-09T13:00,12.4,12.3,468.0,7.2,155.0,0.0
2025-11-09T14:00,11.4,11.3,352.0,5.7,152.0,0.0
2025-11-09T15:00,9.8,9.6,288.0,6.5,143.0,0.0
2025-11-09T16:00,8.1,7.9,297.0,9.5,125.0,0.0
2025-11-09T17:00,7.0,6.7,357.0,14.9,100.0,1.0
2025-11-09T18:00,7.2,7.1,393.0,20.6,83.0,0.0
2025-11-09T19:00,7.9,7.8,368.0,20.5,85.0,0.0
2025-11-09T20:00,7.8,7.7,319.0,20.2,87.0,0.0
2025-11-09T21:00,8.5,8.4,288.0,19.4,90.0,0.0
2025-11-09T22:00,9.7,9.6,299.0,17.5,94.0,0.0
2025-11-09T23:00,10.1,9.9,328.0,14.9,98.0,0.0
2025-11-10T00:00,10.9,10.7,341.0,13.0,100.0,0.0
2025-11-10T01:00,11.6,11.3,319.0,11.9,99.0,0.0
2025-11-10T02:00,12.5,12.1,282.0,11.3,97.0,0.0
2025-11-10T03:00,12.8,12.4,258.0,11.7,93.0,0.0
2025-11-10T04:00,14.2,13.8,246.0,13.6,88.0,0.0
2025-11-10T05:00,14.7,14.2,247.0,16.4,81.0,0.0
2025-11-10T06:00,11.2,11.0,287.0,17.0,78.0,0.0
2025-11-10T07:00,9.4,9.2,412.0,18.7,73.0,0.0
2025-11-10T08:00,6.7,6.7,576.0,20.9,67.0,0.0
2025-11-10T09:00,5.3,5.3,664.0,21.1,65.0,0.0
2025-11-10T10:00,4.2,4.2,605.0,17.3,70.0,0.0
2025-11-10T11:00,3.7,3.7,471.0,11.6,78.0,0.0
2025-11-10T12:00,2.8,2.8,363.0,7.4,84.0,0.0
2025-11-10T13:00,2.9,2.9,316.0,6.0,87.0,0.0
2025-11-10T14:00,3.1,3.1,294.0,6.0,88.0,0.0
2025-11-10T15:00,3.0,3.0,294.0,7.4,87.0,0.0
2025-11-10T16:00,3.0,3.0,327.0,10.8,82.0,0.0
2025-11-10T17:00,3.4,3.4,381.0,15.5,74.0,0.0
2025-11-10T18:00,8.4,7.9,413.0,19.5,67.0,0.0
2025-11-10T19:00,7.4,6.9,396.0,18.9,66.0,0.0
2025-11-10T20:00,7.0,6.4,357.0,18.1,64.0,0.0
2025-11-10T21:00,6.4,5.9,330.0,18.1,62.0,0.0
2025-11-10T22:00,6.1,5.8,335.0,19.5,59.0,0.0
2025-11-10T23:00,6.2,6.0,353.0,21.6,55.0,0.0
2025-11-11T00:00,7.1,7.0,355.0,23.3,51.0,0.0
2025-11-11T01:00,7.7,7.6,320.0,23.3,48.0,0.0
2025-11-11T02:00,7.9,7.7,270.0,22.8,46.0,0.0
2025-11-11T03:00,7.9,7.7,244.0,24.5,42.0,0.0
2025-11-11T04:00,8.7,8.4,259.0,31.0,33.0,0.0
2025-11-11T05:00,10.5,10.2,299.0,39.6,21.0,0.0
2025-11-11T06:00,10.4,10.1,355.0,34.3,27.0,0.0
2025-11-11T07:00,21.2,21.0,442.0,34.4,33.0,0.0
2025-11-11T08:00,20.3,20.1,544.0,34.4,42.0,0.0
2025-11-11T09:00,14.6,14.5,612.0,32.8,54.0,0.0
2025-11-11T10:00,13.0,13.0,615.0,28.4,73.0,0.0
2025-11-11T11:00,11.6,11.5,582.0,22.6,96.0,0.0
2025-11-11T12:00,10.8,10.7,551.0,17.8,114.0,0.0
2025-11-11T13:00,11.1,11.0,524.0,14.6,126.0,0.0
2025-11-11T14:00,11.4,11.3,499.0,12.5,134.0,0.0
2025-11-11T15:00,11.5,11.4,502.0,12.4,135.0,0.0
2025-11-11T16:00,12.2,12.0,569.0,14.6,126.0,0.0
2025-11-11T17:00,12.8,12.7,664.0,19.0,111.0,0.0
2025-11-11T18:00,13.5,13.2,706.0,26.3,92.0,0.0
2025-11-11T19:00,15.0,14.8,631.0,36.1,73.0,0.0
2025-11-11T20:00,17.2,17.1,503.0,49.7,46.0,0.0
2025-11-11T21:00,20.4,20.3,429.0,60.6,25.0,0.0
2025-11-11T22:00,25.3,25.2,481.0,66.0,14.0,0.0
2025-11-11T23:00,30.9,30.7,586.0,68.7,9.0,0.0
2025-11-12T00:00,36.6,36.4,637.0,70.2,5.0,0.0
2025-11-12T01:00,44.0,43.9,561.0,70.7,2.0,0.0
2025-11-12T02:00,48.0,47.8,430.0,70.0,1.0,0.0
2025-11-12T03:00,49.1,49.0,351.0,69.0,0.0,0.0
2025-11-12T04:00,48.4,48.4,363.0,67.9,0.0,0.0
2025-11-12T05:00,46.9,46.9,428.0,66.5,0.0,0.0
2025-11-12T06:00,45.3,45.2,534.0,66.9,1.0,0.0
2025-11-12T07:00,51.8,51.8,727.0,67.7,14.0,0.0
2025-11-12T08:00,63.1,63.1,963.0,68.2,34.0,0.0
2025-11-12T09:00,41.3,41.1,1095.0,64.1,57.0,0.0
2025-11-12T10:00,29.7,29.6,1036.0,51.0,87.0,0.0
2025-11-12T11:00,23.9,23.6,874.0,33.3,120.0,0.0
2025-11-12T12:00,22.2,22.1,726.0,19.8,146.0,0.0
2025-11-12T13:00,21.8,21.7,624.0,14.0,161.0,0.0
2025-11-12T14:00,22.4,22.2,536.0,12.3,169.0,0.0
2025-11-12T15:00,22.6,22.5,478.0,12.9,167.0,0.0
2025-11-12T16:00,22.1,21.9,468.0,15.6,152.0,0.0
2025-11-12T17:00,22.2,22.1,488.0,20.6,127.0,0.0
2025-11-12T18:00,15.8,15.7,500.0,26.5,93.0,0.0
2025-11-12T19:00,14.5,14.5,474.0,33.0,75.0,0.0
2025-11-12T20:00,14.7,14.6,441.0,42.1,50.0,0.0
2025-11-12T21:00,17.1,17.1,452.0,50.0,30.0,0.0
2025-11-12T22:00,19.0,19.0,556.0,55.7,20.0,0.0
2025-11-12T23:00,22.1,22.1,706.0,60.2,14.0,0.0
2025-11-13T00:00,25.7,25.7,810.0,62.8,10.0,0.0
2025-11-13T01:00,32.5,32.4,823.0,62.5,6.0,0.0
2025-11-13T02:00,36.7,36.7,791.0,60.2,4.0,0.0
2025-11-13T03:00,43.1,43.1,758.0,58.1,2.0,0.0
2025-11-13T04:00,41.0,41.0,716.0,56.7,0.0,0.0
2025-11-13T05:00,39.9,39.8,673.0,55.5,0.0,0.0
2025-11-13T06:00,34.0,34.0,699.0,58.9,1.0,0.0
2025-11-13T07:00,41.8,41.7,885.0,59.2,13.0,0.0
2025-11-13T08:00,57.3,57.2,1140.0,59.1,30.0,0.0
2025-11-13T09:00,28.5,28.4,1265.0,55.6,50.0,0.0
2025-11-13T10:00,20.7,20.7,1137.0,45.5,76.0,0.0
2025-11-13T11:00,16.1,16.0,878.0,32.0,104.0,0.0
2025-11-13T12:00,14.9,14.8,653.0,21.1,127.0,0.0
2025-11-13T13:00,14.1,14.1,512.0,14.8,142.0,0.0
2025-11-13T14:00,13.6,13.5,404.0,11.1,151.0,0.0
2025-11-13T15:00,12.8,12.7,344.0,10.3,150.0,0.0
2025-11-13T16:00,11.8,11.7,355.0,13.1,135.0,0.0
2025-11-13T17:00,10.7,10.6,413.0,18.7,109.0,0.0
2025-11-13T18:00,7.6,7.5,458.0,24.7,86.0,0.0
2025-11-13T19:00,9.7,9.6,456.0,32.2,69.0,0.0
2025-11-13T20:00,11.6,11.5,440.0,42.8,45.0,0.0
2025-11-13T21:00,14.6,14.5,452.0,51.6,26.0,0.0
2025-11-13T22:00,18.7,18.6,532.0,57.1,16.0,0.0
2025-11-13T23:00,23.1,23.0,641.0,60.9,11.0,0.0
2025-11-14T00:00,28.5,28.3,697.0,63.1,7.0,0.0
2025-11-14T01:00,35.5,35.3,652.0,63.4,3.0,0.0
2025-11-14T02:00,43.7,43.5,554.0,62.2,1.0,0.0
2025-11-14T03:00,39.8,39.8,474.0,60.5,0.0,0.0
2025-11-14T04:00,31.9,31.9,401.0,58.2,0.0,0.0
2025-11-14T05:00,31.5,31.5,345.0,55.4,1.0,0.0
2025-11-14T06:00,39.2,39.2,408.0,58.4,0.0,0.0
2025-11-14T07:00,46.3,46.1,724.0,60.0,14.0,0.0
2025-11-14T08:00,60.3,60.1,1159.0,61.6,35.0,0.0
2025-11-14T09:00,30.9,30.7,1405.0,58.5,56.0,0.0
2025-11-14T10:00,22.2,22.1,1286.0,46.4,77.0,0.0
2025-11-14T11:00,14.6,14.4,978.0,29.6,98.0,0.0
2025-11-14T12:00,12.3,12.1,710.0,16.6,113.0,0.0
2025-11-14T13:00,10.5,10.4,551.0,10.3,120.0,0.0
2025-11-14T14:00,9.6,9.5,431.0,7.9,122.0,0.0
2025-11-14T15:00,9.3,9.2,368.0,9.1,117.0,0.0
2025-11-14T16:00,8.8,8.7,386.0,15.2,104.0,0.0
2025-11-14T17:00,8.5,8.4,460.0,24.9,86.0,0.0
2025-11-14T18:00,8.9,8.9,532.0,33.6,68.0,0.0
2025-11-14T19:00,12.6,12.6,571.0,42.8,53.0,0.0
2025-11-14T20:00,16.6,16.6,609.0,55.6,32.0,0.0
2025-11-14T21:00,21.6,21.5,681.0,65.5,15.0,0.0
2025-11-14T22:00,28.2,28.1,834.0,69.7,8.0,0.0
2025-11-14T23:00,35.3,35.0,1021.0,71.1,5.0,0.0
2025-11-15T00:00,44.0,43.7,1138.0,71.4,3.0,0.0
2025-11-15T01:00,48.9,48.5,1129.0,70.7,2.0,0.0
2025-11-15T02:00,48.3,47.8,1050.0,68.9,2.0,0.0
2025-11-15T03:00,43.2,42.7,969.0,68.2,2.0,0.0
2025-11-15T04:00,38.6,38.3,870.0,69.8,0.0,0.0
2025-11-15T05:00,35.9,35.5,768.0,72.4,0.0,0.0
2025-11-15T06:00,36.2,35.7,775.0,63.6,0.0,0.0
2025-11-15T07:00,41.3,40.9,1028.0,68.5,12.0,0.0
2025-11-15T08:00,49.5,48.9,1390.0,74.5,30.0,0.0
2025-11-15T09:00,34.1,33.9,1565.0,73.3,49.0,0.0
2025-11-15T10:00,17.2,17.2,1369.0,57.9,71.0,0.0
2025-11-15T11:00,11.1,11.1,985.0,35.4,95.0,0.0
2025-11-15T12:00,9.2,9.1,671.0,18.2,113.0,0.0
2025-11-15T13:00,8.5,8.5,512.0,10.8,122.0,0.0
2025-11-15T14:00,8.7,8.6,422.0,8.9,125.0,0.0
2025-11-15T15:00,9.1,9.1,400.0,11.7,120.0,0.0
2025-11-15T16:00,9.6,9.5,466.0,21.2,105.0,0.0
2025-11-15T17:00,10.3,10.2,600.0,35.4,83.0,0.0
2025-11-15T18:00,14.0,14.0,734.0,47.6,64.0,0.0
2025-11-15T19:00,19.3,19.3,847.0,54.8,50.0,0.0
2025-11-15T20:00,24.9,24.9,961.0,64.8,31.0,0.0
2025-11-15T21:00,31.7,31.7,1078.0,73.1,16.0,0.0
2025-11-15T22:00,42.6,42.6,1231.0,78.1,9.0,0.0
2025-11-15T23:00,52.9,52.9,1387.0,81.2,5.0,0.0
2025-11-16T00:00,55.5,55.5,1443.0,82.6,3.0,0.0
2025-11-16T01:00,55.3,55.3,1314.0,81.5,2.0,0.0
2025-11-16T02:00,53.1,53.1,1084.0,78.6,2.0,0.0
2025-11-16T03:00,48.5,48.5,908.0,75.6,2.0,0.0
2025-11-16T04:00,43.1,43.1,823.0,72.8,0.0,0.0
2025-11-16T05:00,38.8,38.6,792.0,70.0,0.0,0.0
2025-11-16T06:00,34.8,34.6,854.0,74.4,2.0,0.0
2025-11-16T07:00,42.6,42.5,1121.0,75.1,16.0,0.0
2025-11-16T08:00,58.0,57.7,1481.0,75.2,36.0,0.0
2025-11-16T09:00,31.8,31.8,1635.0,69.2,58.0,0.0
2025-11-16T10:00,13.0,13.0,1382.0,51.1,83.0,0.0
2025-11-16T11:00,9.8,9.7,923.0,26.8,110.0,0.0
2025-11-16T12:00,8.9,8.8,558.0,9.0,130.0,0.0
2025-11-16T13:00,8.7,8.7,402.0,2.9,138.0,0.0
2025-11-16T14:00,8.8,8.8,341.0,3.2,139.0,0.0
2025-11-16T15:00,8.9,8.8,331.0,6.8,134.0,0.0
2025-11-16T16:00,9.0,9.0,372.0,13.1,124.0,0.0
2025-11-16T17:00,9.3,9.2,464.0,22.6,109.0,0.0
2025-11-16T18:00,13.7,13.7,560.0,36.8,83.0,0.0
2025-11-16T19:00,18.2,18.2,627.0,47.9,65.0,0.0
2025-11-16T20:00,22.4,22.3,697.0,63.1,40.0,0.0
2025-11-16T21:00,29.9,29.9,821.0,74.8,21.0,0.0
2025-11-16T22:00,40.9,40.9,1078.0,79.3,14.0,0.0
2025-11-16T23:00,50.5,50.5,1389.0,80.2,12.0,0.0
2025-11-17T00:00,54.5,54.5,1569.0,80.1,11.0,0.0
2025-11-17T01:00,53.7,53.6,1504.0,79.3,9.0,0.0
2025-11-17T02:00,50.3,50.3,1308.0,77.5,9.0,0.0
2025-11-17T03:00,45.6,45.6,1144.0,76.5,8.0,0.0
2025-11-17T04:00,41.0,41.0,1049.0,76.9,5.0,0.0
2025-11-17T05:00,37.6,37.6,985.0,78.1,2.0,0.0
2025-11-17T06:00,38.3,38.3,1002.0,80.1,3.0,0.0
2025-11-17T07:00,44.6,44.6,1205.0,85.4,18.0,0.0
2025-11-17T08:00,51.7,51.7,1490.0,91.5,39.0,0.0
2025-11-17T09:00,44.0,44.0,1591.0,88.4,60.0,0.0
2025-11-17T10:00,19.0,18.9,1325.0,66.7,82.0,0.0
2025-11-17T11:00,12.0,12.0,876.0,35.8,105.0,0.0
2025-11-17T12:00,10.1,10.0,533.0,12.9,122.0,0.0
2025-11-17T13:00,10.3,10.2,409.0,5.0,133.0,0.0
2025-11-17T14:00,10.8,10.7,391.0,5.3,139.0,0.0
2025-11-17T15:00,11.3,11.2,425.0,10.3,136.0,0.0
2025-11-17T16:00,11.6,11.6,501.0,20.9,121.0,0.0
2025-11-17T17:00,12.2,12.1,629.0,36.3,98.0,0.0
2025-11-17T18:00,24.9,24.7,789.0,57.4,74.0,0.0
2025-11-17T19:00,35.4,35.3,985.0,67.6,59.0,0.0
2025-11-17T20:00,44.0,43.9,1214.0,81.8,38.0,0.0
2025-11-17T21:00,49.4,49.2,1444.0,93.2,21.0,0.0
2025-11-17T22:00,49.5,49.4,1707.0,98.9,12.0,0.0
2025-11-17T23:00,51.3,51.3,1971.0,101.9,7.0,0.0
2025-11-18T00:00,51.7,51.7,2107.0,104.1,4.0,0.0
2025-11-18T01:00,50.2,50.1,2017.0,107.2,1.0,0.0
2025-11-18T02:00,47.3,47.3,1800.0,109.4,0.0,0.0
2025-11-18T03:00,43.1,43.1,1620.0,107.9,1.0,0.0
2025-11-18T04:00,39.6,39.6,1519.0,99.1,9.0,0.0
2025-11-18T05:00,37.6,37.5,1455.0,86.4,22.0,0.0
2025-11-18T06:00,36.8,36.7,1467.0,66.5,45.0,0.0
2025-11-18T07:00,42.6,42.5,1664.0,68.7,52.0,0.0
2025-11-18T08:00,51.5,51.3,1936.0,71.0,63.0,0.0
2025-11-18T09:00,43.8,43.7,1993.0,67.6,82.0,0.0
2025-11-18T10:00,34.0,33.8,1624.0,52.9,117.0,0.0
2025-11-18T11:00,27.8,27.6,1040.0,32.3,160.0,0.0
2025-11-18T12:00,24.5,24.4,587.0,16.8,195.0,0.0
2025-11-18T13:00,23.6,23.5,401.0,10.3,216.0,0.0
2025-11-18T14:00,23.6,23.5,346.0,8.8,228.0,0.0
2025-11-18T15:00,24.1,23.9,359.0,10.7,229.0,0.0
2025-11-18T16:00,24.4,24.3,466.0,15.4,218.0,0.0
2025-11-18T17:00,25.0,24.8,642.0,23.4,195.0,0.0
2025-11-18T18:00,12.7,12.7,748.0,27.6,125.0,0.0
2025-11-18T19:00,17.8,17.7,701.0,40.7,96.0,0.0
2025-11-18T20:00,21.3,21.2,585.0,58.7,56.0,0.0
2025-11-18T21:00,26.7,26.5,511.0,72.7,26.0,0.0
2025-11-18T22:00,33.1,33.1,536.0,78.2,15.0,0.0
2025-11-18T23:00,38.4,38.3,603.0,79.6,14.0,0.0
2025-11-19T00:00,38.8,38.8,656.0,80.7,14.0,0.0
2025-11-19T01:00,36.1,36.0,665.0,83.6,14.0,0.0
2025-11-19T02:00,33.4,33.4,660.0,86.2,15.0,0.0
2025-11-19T03:00,31.7,31.5,675.0,86.4,18.0,0.0
2025-11-19T04:00,30.9,30.7,703.0,82.1,20.0,0.0
2025-11-19T05:00,31.2,31.1,751.0,75.3,24.0,0.0
2025-11-19T06:00,39.6,39.6,869.0,78.6,12.0,0.0
2025-11-19T07:00,47.5,47.5,1161.0,77.2,30.0,0.0
2025-11-19T08:00,57.5,57.5,1524.0,74.5,55.0,0.0
2025-11-19T09:00,40.5,40.5,1691.0,67.1,79.0,0.0
2025-11-19T10:00,26.9,26.8,1492.0,50.3,101.0,0.0
2025-11-19T11:00,20.1,19.8,1099.0,28.8,121.0,0.0
2025-11-19T12:00,16.2,15.9,761.0,12.7,135.0,0.0
2025-11-19T13:00,13.9,13.6,546.0,6.2,139.0,0.0
2025-11-19T14:00,12.5,12.3,387.0,5.2,137.0,0.0
2025-11-19T15:00,11.5,11.2,327.0,7.2,129.0,0.0
2025-11-19T16:00,10.8,10.6,447.0,11.8,116.0,0.0
2025-11-19T17:00,10.4,10.2,667.0,19.5,98.0,0.0
2025-11-19T18:00,15.6,15.3,791.0,35.3,74.0,0.0
2025-11-19T19:00,18.8,18.5,693.0,43.2,59.0,0.0
2025-11-19T20:00,23.7,23.4,498.0,54.2,38.0,0.0
2025-11-19T21:00,28.6,28.3,386.0,62.7,21.0,0.0
2025-11-19T22:00,35.9,35.5,456.0,66.0,14.0,0.0
2025-11-19T23:00,45.3,44.9,607.0,66.8,12.0,0.0
2025-11-20T00:00,52.7,52.4,720.0,67.6,10.0,0.0
2025-11-20T01:00,53.7,53.4,748.0,69.0,8.0,0.0
2025-11-20T02:00,49.9,49.7,736.0,70.3,7.0,0.0
2025-11-20T03:00,45.9,45.6,701.0,72.2,6.0,0.0
2025-11-20T04:00,42.4,42.3,612.0,75.8,1.0,0.0
2025-11-20T05:00,46.3,46.2,500.0,79.9,0.0,0.0
2025-11-20T06:00,41.6,41.4,473.0,80.1,3.0,0.0
2025-11-20T07:00,47.4,47.3,633.0,82.0,18.0,0.0
2025-11-20T08:00,57.2,57.0,878.0,83.8,41.0,0.0
2025-11-20T09:00,42.8,42.6,1011.0,78.9,66.0,0.0
2025-11-20T10:00,30.6,30.4,917.0,60.9,96.0,0.0
2025-11-20T11:00,24.1,23.7,712.0,36.2,129.0,0.0
2025-11-20T12:00,21.9,21.6,544.0,17.6,156.0,0.0
2025-11-20T13:00,21.3,21.0,462.0,9.8,174.0,0.0
2025-11-20T14:00,21.8,21.6,418.0,8.1,186.0,0.0
2025-11-20T15:00,22.4,22.2,411.0,11.5,186.0,0.0
2025-11-20T16:00,22.8,22.6,456.0,20.6,171.0,0.0
2025-11-20T17:00,23.3,23.1,539.0,34.7,146.0,0.0
2025-11-20T18:00,28.0,27.9,620.0,51.6,110.0,0.0
2025-11-20T19:00,39.0,38.9,679.0,68.6,84.0,0.0
2025-11-20T20:00,46.4,46.2,735.0,92.0,48.0,0.0
2025-11-20T21:00,54.4,54.1,814.0,108.7,21.0,0.0
2025-11-20T22:00,64.7,64.5,952.0,112.6,10.0,0.0
2025-11-20T23:00,71.0,70.8,1112.0,109.8,8.0,0.0
2025-11-21T00:00,72.4,72.4,1203.0,105.9,6.0,0.0
2025-11-21T01:00,69.8,69.8,1163.0,102.2,3.0,0.0
2025-11-21T02:00,65.9,65.9,1054.0,97.2,2.0,0.0
2025-11-21T03:00,62.4,62.4,969.0,92.4,1.0,0.0
2025-11-21T04:00,58.9,58.8,927.0,88.3,0.0,0.0
2025-11-21T05:00,55.9,55.9,911.0,84.2,0.0,0.0
2025-11-21T06:00,53.2,53.2,958.0,79.9,0.0,0.0
2025-11-21T07:00,62.4,62.4,1160.0,77.7,16.0,0.0
2025-11-21T08:00,80.8,80.8,1426.0,73.8,39.0,0.0
2025-11-21T09:00,47.6,47.4,1526.0,65.3,67.0,0.0
2025-11-21T10:00,26.4,26.3,1302.0,47.7,104.0,0.0
2025-11-21T11:00,22.9,22.8,913.0,25.5,145.0,0.0
2025-11-21T12:00,22.0,21.9,603.0,9.2,175.0,0.0
2025-11-21T13:00,21.6,21.5,464.0,3.7,187.0,0.0
2025-11-21T14:00,21.4,21.2,405.0,4.2,187.0,0.0
2025-11-21T15:00,21.1,21.0,399.0,6.7,181.0,0.0
2025-11-21T16:00,20.5,20.4,476.0,9.8,169.0,0.0
2025-11-21T17:00,19.8,19.7,606.0,15.0,151.0,0.0
2025-11-21T18:00,20.8,20.8,674.0,22.8,129.0,0.0
2025-11-21T19:00,22.0,21.9,597.0,35.0,102.0,0.0
2025-11-21T20:00,24.0,23.9,457.0,49.7,72.0,0.0
2025-11-21T21:00,29.3,29.2,386.0,61.8,48.0,0.0
2025-11-21T22:00,36.6,36.4,463.0,69.6,33.0,0.0
2025-11-21T23:00,46.1,46.0,609.0,74.8,24.0,0.0
2025-11-22T00:00,51.2,51.1,720.0,77.4,19.0,0.0
2025-11-22T01:00,50.3,50.3,755.0,75.9,18.0,0.0
2025-11-22T02:00,49.5,49.4,754.0,71.8,20.0,0.0
2025-11-22T03:00,49.5,49.4,739.0,69.1,22.0,0.0
2025-11-22T04:00,49.4,49.2,683.0,70.1,20.0,0.0
2025-11-22T05:00,49.7,49.6,612.0,72.5,19.0,0.0
2025-11-22T06:00,49.5,49.4,624.0,73.1,22.0,0.0
2025-11-22T07:00,53.3,53.3,831.0,71.3,33.0,0.0
2025-11-22T08:00,61.2,61.0,1121.0,67.7,50.0,0.0
2025-11-22T09:00,44.2,44.1,1262.0,60.9,69.0,0.0
